filename	mine_name	site_location	country	gps_coordinates	caption
TimKingOpenPit_rgb_2024-12-25.png	TimKingOpenPit	Spotted Quoll Deposit, Kondinin Shire, Western Australia	Australia	-32.431714,119.687194	The Tim King open pit nickel mine is visible in the Sentinel-2 satellite image data, situated in the Spotted Quoll Deposit, Western Australia. The mine is surrounded by sparse vegetation and bare ground, indicating significant land disturbance. The image data shows a broad mining footprint with extensive bare substrate and disturbed terrain around the mining site.  Nickel extraction is evident, with large-scale removal of soil and rock layers. Environmental concerns include soil erosion, potential water pollution from tailings or pit water, and habitat fragmentation. Vegetation stress around the mine is apparent. The proximity of the mine to Native Title lands of the local indigenous peoples may lead to water contamination for people living in the vicinity. The extensive footprint of the mine and associated infrastructure underscores the need for careful management to mitigate these impacts.
ThompsonMine_rgb_2024-06-21.png	ThompsonMine	Moab-Setting Lakes Area, Thompson Nickel Belt, Manitoba	Canada	55.71976,-97.83531	The Thompson Mine in the Moab-Setting Lakes area of Manitoba, Canada, is visible in the Sentinel-2 satellite image data, with extensive nickel sulfide extraction evident. The mine's footprint is significant, with a broad open pit and associated infrastructure, including spoil heaps and haul roads. The region's dense forest is disturbed around the mine, with significant vegetation loss and stress. The proximity of the planned city of Thompson nearby poses potential risks to the local population, including possible water contamination from mining activities affecting the Burntwood River. Environmental concerns include soil erosion, habitat fragmentation, and potential chemical contamination risks associated with nickel sulfide extraction.
TancoMine_rgb_2024-11-15.png	TancoMine	Bernic Lake, Lac-du-Bonnet, Manitoba	Canada	50.432063,-95.445967	The Tanco Mine at Bernic Lake in Manitoba, Canada, is visible in the Sentinel-2 satellite image data, surrounded by dense forest. The mine, known for extracting tantalum, lithium, and caesium from the Tanco Pegmatite, has a significant mining footprint with bare and disturbed ground. Extensive open-cast mining activities are evident, with large areas of exposed soil and bare rock. Severe vegetation stress around the mine is apparent in the image data. The mining activities have led to substantial environmental degradation, including soil erosion and habitat fragmentation. Potential chemical contamination risks associated with caesium brine production may pose health risks to nearby communities. The proximity of the mine to water bodies may lead to water contamination.
TamboMine_rgb_2024-12-23.png	TamboMine	Vicuña, Elqui Province, Coquimbo	Chile	-29.812149,-69.949484	The Tambo de Oro gold mine is visible in the Sentinel-2 satellite image data, situated in a mountainous landscape with dominant land cover being bare substrate and sparse vegetation. The mining area is extensive, with multiple open pits and associated infrastructure, including waste dumps and haul roads. The Wendy pit, part of the greater Tambo mine area, is visible. Significant land disturbance is evident, with severe vegetation stress around the mine.  Environmental concerns include soil erosion, potential water pollution from mining activities, and habitat fragmentation. The extraction of gold likely involves removing vegetation and soil, exposing underlying rock and minerals. The proximity of the mine to nearby water systems may lead to water contamination for people living in the vicinity. Potential chemical contamination risks are associated with gold extraction. The extensive footprint of the mine and associated infrastructure underscores the need for careful management to mitigate these impacts.
SuPedrosuQuarry_rgb_2024-09-29.png	SuPedrosuQuarry	Bessude, Sassari Province, Sardinia	Italy	40.56174,8.656	The Su Pedrosu Quarry in Bessude, Sardinia, Italy, captured on September 29, 2024, is an active industrial extraction site surrounded by a predominantly rural landscape. The quarry, operated by Conglomerati Bituminosi S.r.l., is extracting basaltic andesite, a type of volcanic rock valued for its mechanical strength and resistance to abrasion. The image data reveals a significant mining footprint with extensive land disturbance, including bare substrate and disturbed terrain around the mining site. The quarry's operations have led to substantial environmental degradation, including vegetation loss and potential soil erosion. Nearby important archaeological sites are at risk due to the quarry's proximity.  Potential environmental hazards include soil erosion, dust emissions, and habitat fragmentation. The extraction process may involve removing vegetation and soil, exposing underlying rock and minerals. People living in the vicinity may be at risk of water contamination and exposure to dust and noise emissions from the quarry.
SprucePineQuarry_rgb_2024-04-25.png	SprucePineQuarry	Bakersville, Mitchell County, North Carolina	USA	35.942922,-82.08268	The Spruce Pine Quarry in Bakersville, North Carolina, is visible in the Sentinel-2 satellite image data, set amidst the Blue Ridge Mountains. The mine's extensive footprint is evident through bare and disturbed ground associated with mica, kaolin, feldspar, and high-purity quartz extraction. Significant land disturbance and vegetation loss surround the mining area. Environmental concerns include soil erosion and potential water pollution from mining activities. The proximity of the mine to the North Toe River valley poses a risk of water contamination for people living downstream.  The extraction of critical minerals like quartz may lead to further environmental degradation if not managed carefully. Risks associated with this mining operation include increased sedimentation and potential groundwater contamination, underscoring the need for careful management to mitigate these impacts on the surrounding landscape and water systems.
ShiluMine_rgb_2024-12-02.png	ShiluMine	Yangchun Co., Yangjiang, Guangdong	China	22.172026,111.645297	The Shilu Mine in Yangchun County, Guangdong Province, China, is visible in the Sentinel-2 satellite image data from December 2, 2024. The mine, known for extracting copper and molybdenum, appears to be in a post-mining state with the main open-cast workings flooded. The image shows significant land disturbance around the mine, with sparse or absent vegetation indicated by red areas in the surrounding landscape. The flooding of the open pit represents a major alteration of local karst hydrology and raises concerns about long-term groundwater contamination. The extraction of copper and molybdenum has likely led to environmental degradation, including soil erosion and potential water pollution. People living in the vicinity may be at risk due to heavy metal contamination of soils and water.
ShangulowéMine_rgb_2024-04-26.png	ShangulowéMine	Kambove, Kambove Territory, Haut-Katanga	DR Congo	-10.8075,26.571111	The Shangulowé copper–cobalt mine in DR Congo's Haut-Katanga Province is visible in the Sentinel-2 satellite image data. The historic open-cast mine, now considered exhausted, shows significant land disturbance with bare substrate and disturbed terrain around old pits and tailings. Artisanal miners continue to rework these areas under hazardous conditions. Vegetation stress is evident around the mine, indicating potential environmental degradation. The mining activities have likely led to soil erosion and potential water pollution from tailings and acid runoff. Nearby water bodies and agriculture may be at risk of heavy-metal contamination due to legacy pollution from open-cast mining. The environmental risks associated with this site include increased sedimentation and potential groundwater contamination, posing health risks to people living in the vicinity.
SerraAzulMine_rgb_2024-09-17.png	SerraAzulMine	Serra Azul, Itatiaiuçu, Minas Gerais	Brazil	-20.13375,-44.399222	The Serra Azul iron ore mine in Brazil is visible in the Sentinel-2 satellite image data from September 17, 2024. The mine is situated within the Quadrilátero Ferrífero region, known for its significant iron ore deposits, particularly friable itabirite. The image data shows extensive mining activity with a substantial bare area and disturbed ground. The mine's footprint is significant, with a broad pit and associated infrastructure. Environmental concerns include vegetation loss and stress around the mine, likely due to the removal of soil and rock layers during iron ore extraction. Potential chemical contamination risks are associated with the extraction process, posing health risks to nearby communities due to the presence of tailings storage infrastructure and potential water pollution. The proximity of the mine to nearby residents may lead to environmental hazards, including water contamination.
SerraAnticaQuarry_rgb_2024-11-23.png	SerraAnticaQuarry	Pomaia, Marmolaio Valley, Santa Luce, Pisa Province, Tuscany	Italy	43.422078,10.55554	The Serra Antica quarry in Tuscany, Italy, captured on November 23, 2024, is visible in the Sentinel-2 satellite image data. The quarry, known for extracting alabaster, a fine-grained variety of gypsum, shows significant land disturbance with bare substrate and excavation areas. The mining footprint is localized, with visible pit benches and potentially associated infrastructure. Vegetation loss is apparent around the quarry. Environmental concerns include soil erosion and potential water pollution from mining activities. The proximity of the quarry to nearby settlements and water bodies may lead to water contamination risks for people living in the vicinity.
SentinelMine_rgb_2024-10-26.png	SentinelMine	North-Western Province	Zambia	-12.256988,25.301378	The SentinelMine open-pit copper mine is visible in the Sentinel-2 satellite image data, located in Kalumbila District, North-Western Province, Zambia. The mine has a broad footprint with multiple open pits and associated infrastructure, including waste dumps and haul roads. Copper extraction is evident, with large-scale removal of soil and rock layers, and associated nickel and cobalt mineralisation. The image data indicates significant land disturbance and vegetation loss around the mine. Environmental concerns include soil erosion, potential water pollution from tailings, and habitat fragmentation. The proximity of the mine to local communities may lead to water contamination risks for people living in the vicinity.
SegiliolaGoldProject_rgb_2025-01-09.png	SegiliolaGoldProject	Osun State	Nigeria	7.517093,4.827706	The Segilola Gold Mine in Osun State, Nigeria, is visible in the Sentinel-2 satellite image data from January 9, 2025, as an active open-pit mine within a landscape dominated by vegetation and bare ground. The mine's footprint is significant, with a broad pit and associated infrastructure, including waste dumps and haul roads. Gold extraction is evident, with large-scale removal of soil and rock layers exposing underlying mineralised zones.  The image data shows substantial land disturbance and vegetation stress around the mine. Environmental concerns include soil erosion, potential water pollution from tailings or pit water, and habitat fragmentation. The proximity of the mine to nearby communities may lead to water contamination and other environmental hazards for people living in the vicinity. The extraction of gold and associated minerals has resulted in considerable landscape alteration, contributing to ecological stress.
SanValentínMine_rgb_2024-04-14.png	SanValentínMine	La Unión, Murcia	Spain	37.60893,-0.85699	The San Valentín Mine in La Unión, Murcia, Spain, is visible in the Sentinel-2 satellite image data, showing a large open-pit operation historically exploited for lead, zinc, and iron ores. The mine's footprint is extensive, with significant land disturbance and bare substrate evident. The surrounding landscape shows signs of environmental degradation, including vegetation stress and loss around the mine. The abandoned deposits and tailings from the mine have disrupted natural drainage and contributed to soil and water contamination. Potential environmental hazards include soil erosion, water pollution from tailings, and habitat fragmentation. People living in the vicinity may be at risk of water contamination and exposure to heavy metals.
SalsigneMine_rgb_2024-08-27.png	SalsigneMine	Salsigne, Carcassonne, Aude, Occitanie	France	43.336667,2.354167	The Salsigne Gold Mine in southern France is visible in the Sentinel-2 satellite image data, situated in the Orbiel Valley. The mine's landscape is characterized by a mix of disturbed ground and sparse vegetation. Extensive mining activity is evident through the presence of a broad footprint, likely encompassing open pits, tailings, and associated infrastructure.  The image data indicates significant land disturbance and vegetation stress around the mining area. The extraction of gold, arsenic, and other minerals has resulted in considerable environmental degradation. The presence of tailings and potential water pollution risks are notable concerns. The proximity of the mine to local waterways and communities poses risks of contamination and exposure to toxic waste. Potential chemical contamination may be a risk to people living in the vicinity due to the legacy of arsenic-rich tailings contaminating soils and waterways.
SanMiguelOpenPit_rgb_2024-09-06.png	SanMiguelOpenPit	Pirquitas Mine, Mina Pirquitas, Rinconada Department, Jujuy Province	Argentina	-22.684407,-66.541539	The SanMiguelOpenPit mine in Argentina's Jujuy Province is visible in the Sentinel-2 satellite image data, showcasing extensive open-pit operations within a mountainous landscape dominated by sparse vegetation. The mining area is characterized by a broad, terraced pit and associated infrastructure, including waste dumps and haul roads, indicating significant land disturbance due to the extraction of silver, tin, and zinc. Vegetation loss around the mine is evident, with bare substrate and disturbed terrain prevalent.  Environmental concerns include soil erosion, potential water pollution from tailings or pit water, and habitat fragmentation. The proximity of mining activities to local water systems may lead to contamination risks for people living nearby. The extensive footprint of the mine underscores the need for careful management to mitigate these impacts.
SallyMalayMine_rgb_2024-12-24.png	SallyMalayMine	Mabel Downs Station, Halls Creek Shire, Western Australia	Australia	-17.349045,128.021618	The Sally Malay Mine, now known as the Savannah Nickel–Copper–Cobalt Mine, is visible in the Sentinel-2 satellite image data, situated in the Kimberley region of Western Australia. The mine's landscape is characterized by a mix of bare ground and sparse vegetation. Extensive mining activity is evident through multiple open pits and associated infrastructure. The mine has caused significant land disturbance and vegetation stress around the mining area. The extraction of nickel, copper, and cobalt has led to environmental degradation, including soil erosion and potential water pollution. People living in the vicinity may be at risk from potential chemical contamination from tailings and turbid runoff.
SaloboMine_rgb_2024-09-16.png	SaloboMine	 Marabá, Pará	Brazil	-5.795014,-50.534714	The Salobo copper and gold mine in Marabá, Pará, Brazil, is visible in the satellite image data, situated within a forested landscape. The mining area displays a significant open-pit footprint with extensive land disturbance, characterized by bare substrate and pit benches. The surrounding forest shows signs of fragmentation and stress adjacent to the mine. Vegetation loss within the mining area is evident. The image data indicates severe vegetation stress around the mine. Environmental concerns include soil erosion, potential water pollution from tailings or pit water, and habitat fragmentation. The proximity of the mine to sensitive Amazonian territories may lead to water contamination for people living in the vicinity.
SalarDelHombreMuerto_rgb_2024-10-26.png	SalarDelHombreMuerto	 Antofagasta de la Sierra	Argentina	-25.351293,-67.07096	The Salar del Hombre Muerto Mine, a lithium brine mining district in northwestern Argentina, is visible in the Sentinel-2 satellite image data. The salar appears as a salt pan surrounded by rugged terrain and sparse vegetation. Extensive lithium extraction activities are evident, with numerous brine pumping ponds and associated infrastructure visible within the mining area. The image data indicates significant land disturbance and vegetation stress around the mine. Environmental concerns include potential water pollution from brine pumping and habitat fragmentation. The proximity of the mine to local water sources and Indigenous lands may lead to water contamination and other environmental impacts for people living in the vicinity.
SalarDeOlarozMine_rgb_2024-10-26.png	SalarDeOlarozMine	Jujuy	Argentina	-23.474147,-66.688944	The Salar de Olaroz Mine in Jujuy, Argentina, is visible in the Sentinel-2 satellite image data from October 26, 2024. The mine, a lithium brine operation, is situated in the Olaroz–Cauchari salt-flat basin of the high Andes. Extensive evaporation ponds are evident, likely used for concentrating lithium brines before processing into lithium carbonate. The mining area shows significant land disturbance with bare substrate and a network of infrastructure.  The image data indicates vegetation stress around the mine, possibly due to water use and altered hydrological conditions. The presence of evaporation ponds and associated infrastructure suggests potential environmental risks, including water pollution and habitat fragmentation. Communities living nearby may be at risk due to potential contamination of water sources and changes in local hydrology. Overall, the mine's broad footprint and associated activities have led to substantial environmental degradation.
SaindakCopperMine_rgb_2024-10-28.png	SaindakCopperMine	Chagai, Balochistan	Pakistan	29.251077,61.613415	The Saindak Copper-Gold Mine in Chagai, Balochistan, Pakistan, is visible in the satellite image data, situated in a semi-arid landscape with sparse vegetation. The mining area is extensive, with a broad footprint featuring open pits, tailings or impoundments and associated infrastructure. Copper and gold extraction is evident, with large-scale removal of soil and rock layers. Significant land disturbance and vegetation loss surround the mine. Environmental concerns include soil erosion, water pollution from tailings and potential chemical contamination risks. The proximity of the mine to local communities may lead to water contamination and health risks for people living nearby. The mine's expansion fronts pose a risk to the surrounding environment and local ecosystems.
SadiolaGoldMine_rgb_2024-12-21.png	SadiolaGoldMine	Kayes Region	Mali	13.885332,-11.670664	The Sadiola Gold Mine in Mali's Kayes Region is visible in the Sentinel-2 satellite image data, set amidst a semi-arid landscape with sparse vegetation. The mine's extensive open-pit gold extraction operations are evident, with significant land disturbance and bare substrate around the mining sites. Vegetation stress is apparent around the mine, likely due to the removal of vegetation and soil for gold extraction from oxide, transitional, and sulphide ore. The mining activities have led to substantial environmental degradation, including soil erosion and potential water pollution risks. Local communities near the mine may be vulnerable to environmental hazards, including potential chemical contamination from tailings or pit water.
RoccaSanSilvestro_rgb_2024-04-12.png	RoccaSanSilvestro	Campiglia Marittima, Livorno Province, Tuscany	Italy	43.08611,10.60333	The Rocca San Silvestro mining area, a medieval mining and fortified settlement in Tuscany, Italy, is visible in the Sentinel-2 satellite image data from April 12, 2024. The landscape type is hilly with dominant land cover being vegetation and bare substrate. The mining area is characterized by extensive slag heaps and disturbed ground associated with copper, lead, and silver extraction. The image data shows significant land disturbance with bare substrate around the mining sites.  Vegetation stress around the mine is evident due to historical mining activities. The extraction of metals has led to environmental degradation, including soil erosion and potential chemical contamination risks. The proximity of the site to nearby settlements may lead to water contamination for people living in the vicinity. The observed environmental hazards include soil erosion, potential water pollution from slag heaps, and habitat fragmentation.
SadiolaGoldMine_rgb_2024-05-30.png	SadiolaGoldMine	Kayes Region	Mali	13.885332,-11.670664	The Sadiola Gold Mine is visible in the satellite image data, an open-pit gold mine in Mali's Kayes Region, surrounded by sparse vegetation and bare ground. The mine's footprint is extensive, with a broad, deep pit and associated infrastructure, including waste dumps and haul roads. Gold extraction is evident, with large-scale removal of soil and rock layers. The surrounding landscape shows significant vegetation stress and loss around the mine. Environmental concerns include soil erosion, potential water pollution from tailings or pit water, and habitat fragmentation. The proximity of the mine to local communities may lead to water contamination risks for people living in the vicinity.
RixCreekOpenCutMine_rgb_2024-12-29.png	RixCreekOpenCutMine	Durham County, New South Wales	Australia	-32.52135,151.12558	The Rix's Creek Open Cut Mine in Durham County, New South Wales, Australia, is visible in the Sentinel-2 satellite image data, operating in a landscape dominated by bare ground and sparse vegetation. The mine, which extracts coal as part of the Integra Coal operation, has a significant mining footprint with a broad, deep pit and associated infrastructure. The image data shows extensive land disturbance and vegetation stress around the mine. Environmental concerns include soil erosion, potential water pollution from mining activities, and habitat fragmentation. The proximity of the mine to nearby water systems poses a risk of contamination to aquatic ecosystems due to saline groundwater discharges from historical underground workings. This risk is heightened by past incidents, such as the discharge from an uncapped borehole in June 2025.
RioTintoBoraxMine_rgb_2024-09-29.png	RioTintoBoraxMine	Kramer Borate Deposit, Boron, Kern County, California	USA	35.04444,-117.69444	The Rio Tinto Borax Mine in Boron, California, is visible in the Sentinel-2 satellite image data, showing an extensive open-pit operation. The mine is a significant producer of borates and has recently launched a pilot project to recover lithium from mining waste. The image data shows a large pit with terraced benches and associated infrastructure, indicating substantial land disturbance. Bare substrate and disturbed terrain surround the mining site, with possible sedimentation and dust generation. The environmental hazards associated with this mining operation include soil erosion, potential water pollution from tailings or pit water, and habitat fragmentation. People living in the vicinity may be at risk of water contamination and exposure to mining-related pollutants.
ReocínMine_rgb_2024-04-20.png	ReocínMine	Reocín, Cantabria	Spain	43.34444,-4.08556	The Reocín Mine in Cantabria, Spain, a former zinc-lead deposit, is visible in the Sentinel-2 satellite image data. The landscape is dominated by a large controlled mining lake, formed after the mine's closure in 2003. The mining footprint is significant, with the lake being the dominant feature. No apparent urban development is visible within the immediate vicinity.  The image data indicates vegetation stress around the lake's edges and some sparse vegetation within the surrounding areas. The waterbody within the pit appears to be relatively stable, with no evident sediment plumes or significant drainage alteration. However, potential risks include water contamination from residual mining activities and habitat fragmentation. People living nearby may be at risk due to possible chemical contamination from the extracted zinc and lead materials. The site's unique geological and hydrogeological conditions require continued monitoring to mitigate environmental impacts.
RileyCreekMine_rgb_2024-11-12.png	RileyCreekMine	Tullah, Tasmania	Australia	-41.74109,145.416054	The Riley Creek Mine in Tullah, Tasmania, Australia, is visible in the Sentinel-2 satellite image data. The mine, an iron ore operation, is situated within the takayna or Tarkine region. The image shows a significant mining footprint with extensive bare and disturbed ground, indicating substantial land disturbance. Vegetation stress around the mine is evident, likely due to the removal of vegetation and soil during iron ore extraction. The surrounding landscape shows signs of fragmentation and stress adjacent to the mine. Environmental concerns include soil erosion and potential water pollution from mining activities. People living in the vicinity may be at risk of water contamination and other environmental hazards associated with the mine.
RavensworthOpenCutMine_rgb_2024-12-29.png	RavensworthOpenCutMine	Durham County, New South Wales	Australia	-32.443459,151.014824	The Ravensworth Open Cut Mine in Australia's Hunter Valley is visible in the Sentinel-2 satellite image data, with extensive coal extraction evident. The mine, operated by Glencore, produces thermal and metallurgical coal for export. The mining area is characterized by a broad footprint with bare and disturbed ground, pit benches, and spoil heaps. Significant land disturbance and vegetation stress surround the mine. Environmental concerns include soil erosion, potential water pollution from tailings, and habitat fragmentation. The extraction of coal has resulted in considerable landscape alteration, contributing to ecological stress. Potential risks to nearby communities include water contamination and increased sedimentation. The mine's rehabilitation efforts are noted, with 55 hectares rehabilitated in 2024.
RedLakeMines_rgb_2024-11-09.png	RedLakeMines	Balmertown Area, Kenora District, Ontario	Canada	51.064061,-93.749712	The RedLakeMines gold mine in the Balmertown Area, Kenora District, Ontario, Canada, is visible in the Sentinel-2 satellite image data from November 9, 2024. The mine is situated in a landscape dominated by forest and lakes. Extensive gold mining activities are evident through large areas of bare substrate and disturbed terrain around the mining sites. Significant land disturbance and vegetation loss are apparent within the mining area. Environmental concerns include soil erosion, potential water pollution from tailings or pit water, and habitat fragmentation. The proximity of the mine to the local community and traditional lands of the Wabauskang and Lac Seul First Nations may lead to water contamination risks for people living in the vicinity. The extraction of gold has resulted in considerable landscape alteration, contributing to ecological stress.
QuebradaBlancaMine_rgb_2024-12-28.png	QuebradaBlancaMine	Collahuasi Mining District, Pica, Tamarugal Province, Tarapacá	Chile	-21.00168,-68.80858	The QuebradaBlancaMine in Chile's Atacama Desert is visible in the Sentinel-2 satellite image data, situated in the Collahuasi Mining District at an elevation of 4,400 meters. The mine has a significant copper extraction footprint, with a broad, deep pit and associated infrastructure. Extensive land disturbance is evident through bare substrate and disturbed terrain around the mining site. The use of desalinated seawater for production processes is notable given the arid environment. Environmental concerns include soil erosion, potential water pollution from mining activities, and habitat fragmentation. The proximity of the mine to local communities may pose risks due to potential chemical contamination from copper extraction.
PoggioSanVittoreAsbestosMine_rgb_2024-09-15.png	PoggioSanVittoreAsbestosMine	Balangero, Metropolitan City of Turin, Piedmont	Italy	45.29246,7.51382	The Poggio San Vittore asbestos mine in Balangero, Italy, is visible in the Sentinel-2 satellite image data, showing a large open-pit landscape with significant land disturbance. The mine, which exploited chrysotile asbestos within serpentinised ultramafic rocks, has a broad footprint with extensive bare substrate and disturbed terrain. Vegetation stress and loss are evident around the mine. Environmental concerns include soil erosion, potential water pollution from tailings, and habitat fragmentation. The proximity of the mine to nearby settlements poses a risk of asbestos dust exposure to residents. Ongoing remediation efforts aim to transform the site into a safer landscape, but persistent asbestos dust remains a danger.
OuenzaMine_rgb_2024-12-18.png	OuenzaMine	Ouenza District, Tébessa Province	Algeria	35.94118,8.09881	The Ouenza iron ore mine in Algeria's Ouenza District is visible in the Sentinel-2 satellite image data. The mine is an extensive open-pit operation, with significant land disturbance and bare substrate evident. Iron carbonate deposits are being extracted from Aptian neritic limestones. The mining area appears to have a broad footprint, with pit benches and associated infrastructure. Vegetation stress is visible around the mine. Environmental concerns include soil erosion, potential water pollution from mining activities, and habitat fragmentation, posing risks to nearby communities and ecosystems. The extraction of iron ore has led to considerable landscape alteration, contributing to ecological stress.
