filename	mine_name	site_location	country	gps_coordinates	caption
TancoMine_rgb_2024-11-15.png	TancoMine	Bernic Lake, Lac-du-Bonnet, Manitoba	Canada	50.432063,50.432063	The Tanco Mine at Bernic Lake in Manitoba, Canada, is visible in the Sentinel-2 satellite image data, showcasing a significant mining area within a largely forested landscape. The mine, known for extracting tantalum, lithium, and caesium from the Tanco Pegmatite, has a broad footprint with extensive land disturbance. The image data indicates severe vegetation stress and loss around the mine. Environmental concerns include soil erosion, potential water pollution from mining activities, and habitat fragmentation. The extraction of these minerals has resulted in considerable landscape alteration. People living in the vicinity may be at risk due to potential chemical contamination from tailings or turbid runoff.
TamboMine_rgb_2024-12-23.png	TamboMine	Vicuña, Elqui Province, Coquimbo	Chile	-29.812149,-69.949484	The Tambo de Oro gold mine is visible in the Sentinel-2 satellite image data, situated in a mountainous landscape with sparse vegetation. The mining area is extensive, with a broad footprint and significant land disturbance. Gold extraction is evident, with large-scale removal of soil and rock layers. The image data indicates severe vegetation stress and loss around the mine, likely due to the mining activities. Environmental concerns include soil erosion, potential water pollution from tailings or pit water, and habitat fragmentation. The proximity of the mine to nearby communities may lead to water contamination for people living in the vicinity. Potential chemical contamination from gold extraction processes is a credible risk.
SuPedrosuQuarry_rgb_2024-09-29.png	SuPedrosuQuarry	Bessude, Sassari Province, Sardinia	Italy	40.56174,8.656	The Su Pedrosu Quarry in Bessude, Sardinia, Italy, is an active industrial extraction site visible in the Sentinel-2 satellite image data from September 29, 2024. The quarry, operated by Conglomerati Bituminosi S.r.l., is extracting basaltic andesite, a type of volcanic rock valued for its mechanical strength and resistance to abrasion. The mining area shows significant land disturbance with bare substrate and pit benches. Vegetation loss around the mine is evident. Environmental concerns include soil erosion, potential water pollution from runoff or tailings, and habitat fragmentation. The proximity of the quarry to important archaeological sites may lead to further environmental degradation. Potential risks to nearby communities include water contamination and increased sedimentation.
SukariMine_rgb_2024-10-28.png	SukariMine	Red Sea Governorate	Egypt	24.948734,33.105046	The Sukari gold mine in Egypt's Eastern Desert is visible in the satellite image, surrounded by arid desert landscape with sparse vegetation. The mine's footprint is significant, with a broad open pit and associated infrastructure, including waste dumps and haul roads. Gold extraction is evident, with large-scale removal of soil and rock layers. Urban development is not apparent in the image data.

The mining activities have led to substantial environmental degradation, including vegetation stress around the mine and potential soil erosion. The image data indicates significant land disturbance and possible water risk associated with gold extraction. The proximity of the mine to nearby settlements may lead to water contamination for people living in the vicinity, posing a potential health risk. Careful management is needed to mitigate these impacts.
SprucePineQuarry_rgb_2024-04-25.png	SprucePineQuarry	Bakersville, Mitchell County, North Carolina	USA	35.942922,-82.08268	The Spruce Pine Quarry in Bakersville, North Carolina, is visible in the Sentinel-2 satellite image data, situated within the North Toe River valley of the Blue Ridge Mountains. The mine's extensive footprint is evident through areas of bare substrate and disturbed terrain associated with the extraction of mica, kaolin, feldspar, and high-purity quartz. Significant land disturbance and vegetation loss surround the mining site. The quarrying activities have led to substantial environmental degradation, including soil erosion and potential water pollution from runoff and tailings.

Potential environmental hazards include contamination of nearby water systems and habitat fragmentation. People living in the vicinity may be at risk due to potential chemical contamination from mining activities. The mine's critical role in the global supply chain for semiconductor and solar photovoltaic manufacturing underscores the need for careful management to mitigate these impacts.
ShiluMine_rgb_2024-12-02.png	ShiluMine	Yangchun Co., Yangjiang, Guangdong	China	22.172026,111.645297	The Shilu Mine in Yangchun County, Guangdong Province, China, is visible in the Sentinel-2 satellite image data from December 2, 2024. The historically significant copper–molybdenum mining operation is now a post-mining landscape with the main open-cast workings documented as flooded. The mine's footprint remains significant with visible land disturbance and sparse vegetation around the site. The flooding of the open pit represents a major alteration of local karst hydrology and raises concerns about long-term groundwater contamination. Environmental concerns include potential heavy metal contamination of soils and water due to copper and molybdenum extraction. Potential risks to nearby communities include water contamination and ongoing health risks associated with heavy metal pollution of soils and groundwater.
SerraAzulMine_rgb_2024-09-17.png	SerraAzulMine	Serra Azul, Itatiaiuçu, Minas Gerais	Brazil	-20.13375,-44.399222	The Serra Azul iron ore mine in Brazil is visible in the Sentinel-2 satellite image data from September 17, 2024. The mine is located within the Quadrilátero Ferrífero region, a significant iron ore province. The image shows extensive land disturbance due to mining activities, with a large open pit and associated infrastructure, including waste dumps and haul roads. The mining footprint is substantial, with significant bare substrate and disturbed terrain around the mining sites. Severe vegetation stress around the mine is evident. Environmental concerns include soil erosion, potential water pollution from tailings or pit water, and habitat fragmentation. The proximity of the mine to nearby communities may lead to water contamination risks for people living in the vicinity.
ShangulowéMine_rgb_2024-04-26.png	ShangulowéMine	Kambove, Kambove Territory, Haut-Katanga	DR Congo	-10.8075,26.571111	The Shangulowé copper–cobalt mine is visible in the Sentinel-2 satellite image data, located in the Kambove region of the DR Congo. The mining area is characterized by extensive land disturbance, with bare substrate and disturbed terrain evident around the historic open-cast mine. Artisanal mining activities are apparent, with reworked old pits and tailings visible. Significant vegetation stress surrounds the mine, likely due to legacy pollution and acid runoff from past industrial mining operations. The environmental hazards associated with this site include potential heavy-metal contamination of nearby water bodies and agriculture, posing risks to people living in the vicinity. The ongoing artisanal mining activities under unregulated conditions exacerbate these environmental concerns.
SerraAnticaQuarry_rgb_2024-11-23.png	SerraAnticaQuarry	Pomaia, Marmolaio Valley, Santa Luce, Pisa Province, Tuscany	Italy	43.422078,10.55554	The Serra Antica alabaster quarry is visible in the Sentinel-2 satellite image data, situated in the Marmolaio Valley, Tuscany, Italy. The quarry, known for extracting fine-grained gypsum alabaster, shows significant land disturbance with bare substrate and pit benches. The mining area appears localized, with some vegetation stress around the quarry evident in the image data. Environmental concerns include soil erosion and potential hydrogeological risks to the nearby Marmolaio torrent. The proximity of the quarry to local settlements may pose risks to people living in the vicinity due to potential water contamination and geological instability from abandoned galleries.
SentinelMine_rgb_2024-10-26.png	SentinelMine	North-Western Province	Zambia	-12.256988,25.301378	The SentinelMine open-pit copper mine is visible in the Sentinel-2 satellite image data, located in Zambia's North-Western Province. The mine has a significant footprint, with a large pit and associated infrastructure, including waste dumps and haul roads. Copper extraction is evident, with associated nickel and cobalt mineralisation. The image data shows extensive land disturbance and vegetation stress around the mine. The proximity of the mine to local communities may lead to environmental concerns, including potential water pollution from tailings and habitat fragmentation. The extraction of copper, nickel, and cobalt has resulted in considerable landscape alteration, contributing to ecological stress and potentially endangering local ecosystems.
SegiliolaGoldProject_rgb_2025-01-09.png	SegiliolaGoldProject	Osun State	Nigeria	7.517093,4.827706	The Segilola Gold Mine in Osun State, Nigeria, is visible in the January 9, 2025, Sentinel-2 satellite image data, situated within a landscape dominated by vegetation and bare ground. The mine's footprint is significant, with a broad open pit and associated infrastructure, including waste dumps and haul roads. Gold extraction is evident, with associated minerals such as quartz and pyrite likely being extracted alongside native gold.

The image data indicates vegetation stress and loss around the mine, with areas of bare substrate and disturbed terrain. The proximity of the mine to nearby settlements may lead to water contamination and other environmental hazards for people living in the vicinity. The extraction of gold and associated minerals has resulted in significant land disturbance, potentially contributing to soil erosion and habitat fragmentation. Risks include expansion fronts and potential water pollution from mining activities.
SanValentínMine_rgb_2024-04-14.png	SanValentínMine	La Unión, Murcia	Spain	37.90893,-1.35699	The San Valentín Mine near La Unión in Murcia, Spain, is visible in the Sentinel-2 satellite image data, showing an extensive open-pit operation where lead, zinc, and iron ores have been historically extracted. The mine has a broad footprint with significant land disturbance and bare substrate. The surrounding landscape shows signs of severe vegetation stress and loss around the mine. The mining activities have led to substantial environmental degradation, including soil erosion and potential water pollution from tailings. The proximity of the mine to the Mar Menor coastal lagoon poses a risk of contamination to this sensitive ecosystem and nearby communities. Potential chemical contamination from the extracted materials, including pyrite, sphalerite, galena, and cassiterite, may endanger local water systems and ecosystems.
SalsigneMine_rgb_2024-08-27.png	SalsigneMine	Salsigne, Carcassonne, Aude, Occitanie	France	43.336667,2.354167	The Salsigne Gold Mine in southern France is visible in the Sentinel-2 satellite image data, situated in the Orbiel Valley. The landscape is characterized by a mix of bare ground and vegetation. The mining area is extensive, with significant land disturbance evident through bare substrate and disturbed terrain around the mining sites. The extracted minerals include gold, arsenic, silver, copper, lead, and cadmium. The mining operations have led to substantial environmental degradation, including soil erosion and potential water pollution from tailings rich in toxic waste. Vegetation stress around the mine is apparent, indicating possible chemical contamination risks. People living in the vicinity may be at risk due to contamination of soils and waterways by arsenic-rich tailings.
SanMiguelOpenPit_rgb_2024-09-06.png	SanMiguelOpenPit	Pirquitas Mine, Mina Pirquitas, Rinconada Department, Jujuy Province	Argentina	-22.684407,-66.541539	The SanMiguelOpenPit mine in Argentina's Jujuy Province is visible in the Sentinel-2 satellite image data, showcasing an open-pit operation surrounded by a landscape dominated by bare ground and sparse vegetation. The mining area is extensive, with a large pit and associated infrastructure, including spoil heaps and haul roads. The extraction of silver, tin, and zinc is evident, with significant land disturbance and vegetation loss around the mine. Environmental concerns include soil erosion, potential water pollution from tailings or pit water, and habitat fragmentation. The proximity of the mine to nearby settlements may lead to water contamination for people living in the vicinity due to potential runoff or sedimentation.
SaloboMine_rgb_2024-09-16.png	SaloboMine	 Marabá, Pará	Brazil	-5.795014,-50.534714	The Salobo Mine in Marabá, Pará, Brazil, is visible in the Sentinel-2 satellite image data, situated in a tropical landscape dominated by dense forest. The mine's footprint is significant, with a broad open pit and associated infrastructure, including waste dumps and haul roads, indicating extensive copper and gold extraction activities. The mining area appears to be encroaching on the surrounding forest. Vegetation stress is evident around the mine and tailings areas.

The image data shows severe vegetation loss within the mining area. Environmental concerns include soil erosion, potential water pollution from tailings, and habitat fragmentation. The proximity of the mine to the Tapirapé-Aquiri National Forest may lead to water contamination for people living in the vicinity. The extraction of copper and gold has resulted in considerable landscape alteration, contributing to ecological stress.
SallyMalayMine_rgb_2024-12-24.png	SallyMalayMine	Mabel Downs Station, Halls Creek Shire, Western Australia	Australia	-17.349045,128.021618	The Sally Malay Mine, now known as the Savannah Nickel–Copper–Cobalt Mine, is visible in the Sentinel-2 satellite image data, situated in the Kimberley region of Western Australia. The mine's landscape is characterized by sparse vegetation and bare ground, indicating significant land disturbance. The mining area is extensive, with both open-cut and underground operations evident. Nickel, copper, and cobalt extraction are associated with substantial environmental degradation, including soil erosion and potential water pollution from tailings or pit water.

Vegetation stress around the mine is noticeable. The proximity of the mine to nearby water systems poses a risk of contamination from mining activities. Potential environmental hazards include increased sedimentation and further habitat loss. People living in the vicinity may be at risk due to potential chemical contamination from the extracted materials, including nickel, copper, and cobalt.
SalarDeOlarozMine_rgb_2024-10-26.png	SalarDeOlarozMine	Jujuy	Argentina	-23.474147,-66.688944	The Salar de Olaroz Mine in Jujuy, Argentina, is visible in the Sentinel-2 satellite image data from October 26, 2024. The mine, a significant lithium brine operation, is situated in the Olaroz–Cauchari salt-flat basin of the high Andes. Extensive evaporation ponds are evident across the salar surface, indicating substantial lithium extraction activities. The image data shows localized land disturbance around the ponds and associated infrastructure. Vegetation stress is not apparent due to the arid nature of the landscape. Environmental concerns include potential water usage impacts on surrounding water sources and wetlands, as well as potential chemical contamination risks associated with lithium extraction and processing. The mine's operations may pose risks to local water resources and ecosystems.
SalarDelHombreMuerto_rgb_2024-10-26.png	SalarDelHombreMuerto	 Antofagasta de la Sierra	Argentina	-25.351293,-67.07096	The Salar del Hombre Muertos lithium brine mine is visible in the satellite image data, situated in a high-altitude salt pan in northwestern Argentina. The mining area appears to be extensive, with significant land disturbance likely related to lithium extraction from brines. The image data indicates a broad footprint with numerous ponds and infrastructure associated with brine pumping and processing. Vegetation stress is evident around the disturbed zones. Environmental concerns include potential water pollution from brine pumping and habitat fragmentation due to the extensive mining operations. The proximity of multiple lithium projects to local water sources and livelihoods may lead to significant environmental degradation and risks for people living nearby.
SaindakCopperMine_rgb_2024-10-28.png	SaindakCopperMine	Chagai, Balochistan	Pakistan	29.251077,61.613415	The Saindak Copper-Gold Mine is visible in the Sentinel-2 satellite image data, set amidst a desert landscape with sparse vegetation. The mine's footprint is significant, with extensive open pits and associated infrastructure, including waste dumps and haul roads. Copper, gold, and silver extraction is evident, with large-scale removal of soil and rock layers. The image data indicates vegetation stress around the mine, likely due to the mining activities. Environmental concerns include soil erosion, potential water pollution from tailings or pit water, and habitat fragmentation. The proximity of the mine to nearby communities may pose risks to local residents due to potential chemical contamination from extracted materials.
SadiolaGoldMine_rgb_2024-12-21.png	SadiolaGoldMine	Kayes Region	Mali	13.885332,-11.670664	The Sadiola Gold Mine in Mali's Kayes Region is visible in the Sentinel-2 satellite image data, situated in a semi-arid landscape dominated by sparse vegetation and bare ground. The mine's footprint is significant, with multiple open pits and associated infrastructure, including waste dumps and haul roads, indicating extensive gold extraction activities. 

Environmental concerns include significant vegetation loss and stress around the mine, likely due to land clearing and disturbance. The presence of tailings or impoundments may pose a risk of water pollution, potentially affecting local water systems. The proximity of the mine to surrounding communities may lead to potential health risks due to possible chemical contamination from gold extraction activities. The mine's expansion may further exacerbate environmental degradation, including soil erosion and habitat fragmentation, underscoring the need for careful management to mitigate these impacts on local ecosystems and communities.
RixCreekOpenCutMine_rgb_2024-12-29.png	RixCreekOpenCutMine	Durham County, New South Wales	Australia	-32.52135,151.12558	The Rix's Creek Open Cut Mine in Durham County, New South Wales, Australia, is visible in the Sentinel-2 satellite image data, operating in a landscape dominated by vegetation and bare ground. The mine, known for extracting coal as part of the Integra Coal operation, has a significant mining footprint with a broad pit and associated infrastructure, including spoil heaps and haul roads. The extensive land disturbance is evident through bare substrate and disturbed terrain around the mining sites.

The mine's activities have led to substantial environmental degradation, including vegetation loss and stress around the mine and spoil heaps. Environmental concerns include soil erosion, potential water pollution from tailings or saline groundwater discharges from historical underground workings, as previously reported by the New South Wales Environment Protection Authority. The proximity of the mine to nearby water systems poses a risk of contamination, potentially disrupting aquatic ecosystems and impacting people living in the vicinity.
RoccaSanSilvestro_rgb_2024-04-12.png	RoccaSanSilvestro	Campiglia Marittima, Livorno Province, Tuscany	Italy	43.08611,10.60333	The Rocca San Silvestro mining area is visible in the Sentinel-2 satellite image data, showcasing a medieval mining and fortified settlement near Campiglia Marittima in Tuscany, Italy. The site, known for extracting copper, lead, and silver, displays significant land disturbance with bare substrate and disturbed terrain around the mining areas. Vegetation loss is evident within and around the site. The image data indicates possible environmental hazards associated with the extraction of these metals, including potential soil and water contamination from historic mining activities. People living in the vicinity may be at risk due to the legacy contamination and structural instability of the site. The environmental risks associated with this site include soil erosion and potential chemical contamination.
RioTintoBoraxMine_rgb_2024-09-29.png	RioTintoBoraxMine	Kramer Borate Deposit, Boron, Kern County, California	USA	35.04444,-117.69444	The Rio Tinto Borax Mine is visible in the Sentinel-2 satellite image data, situated in the Kramer Borate Deposit, Boron, Kern County, California. The mine, known for extracting borates and now also recovering lithium from mining waste since 2019, has a broad footprint with extensive open-pit operations and associated infrastructure. Significant land disturbance is evident through bare substrate and disturbed terrain around the mining sites. The image data indicates vegetation stress around the mine, likely due to the large-scale removal of soil and rock layers. Environmental concerns include soil erosion, potential water pollution from tailings or pit water, and habitat fragmentation. The proximity of people living in the vicinity may lead to water contamination risks.
RileyCreekMine_rgb_2024-11-12.png	RileyCreekMine	Tullah, Tasmania	Australia	-41.74109,145.416054	The Riley Creek Mine in Tullah, Tasmania, Australia, is visible in the Sentinel-2 satellite image data from November 12, 2024. The mine, an iron ore operation, is situated in a forested landscape with significant land disturbance evident through bare substrate and pit benches. Iron ore extraction is apparent, with large-scale removal of soil and rock layers. The mining footprint is localized but substantial, with associated infrastructure such as haul roads. Vegetation loss and stress around the mine are noticeable. Environmental concerns include soil erosion, potential water pollution from mining activities, and habitat fragmentation. The proximity of the mine to the takayna or Tarkine region, known for its wilderness and potential World Heritage values, may lead to water contamination and ecological stress for people living in the vicinity and threatened species such as the Tasmanian devil and spotted quoll.
RedLakeMines_rgb_2024-11-09.png	RedLakeMines	Balmertown Area, Kenora District, Ontario	Canada	51.064061,-93.749712	The RedLakeMines gold mine in the Balmertown Area, Kenora District, Ontario, Canada, is visible in the Sentinel-2 satellite image data from November 9, 2024. The mine is situated in a landscape dominated by forest cover, with significant land disturbance due to mining activities. The mining area appears to have multiple pits and associated infrastructure, including waste dumps and haul roads. The gold extraction process has led to substantial vegetation loss and stress around the mine. Environmental concerns include soil erosion, potential water pollution from tailings or pit water, and habitat fragmentation. The proximity of the mine to the community of Balmertown and traditional lands of the Wabauskang and Lac Seul First Nations may pose risks to people living in the vicinity due to potential chemical contamination from mining activities.
ReocínMine_rgb_2024-04-20.png	ReocínMine	Reocín, Cantabria	Spain	43.34444,-4.08556	The Reocín Mine in Cantabria, Spain, a former zinc-lead deposit, is visible in the Sentinel-2 satellite image data. The mine is now a controlled mining lake, filled with water from the Saja River, rain, and minor diapir inflows after its closure in 2003. The mining footprint is extensive, with a large waterbody occupying the excavation area. Significant land disturbance is evident around the mine. Vegetation stress and loss are visible around the mine's periphery. The surrounding landscape shows signs of fragmentation and stress adjacent to the mine. Potential environmental concerns include water pollution from residual mining activities and habitat destruction. People living in the vicinity may be at risk due to potential chemical contamination from zinc and lead extraction.
RavensworthOpenCutMine_rgb_2024-12-29.png	RavensworthOpenCutMine	Durham County, New South Wales	Australia	-32.443459,151.014824	The Ravensworth Open Cut Mine in Australia's Hunter Valley is visible in the Sentinel-2 satellite image data, with extensive coal extraction activities underway. The mine's broad footprint is characterized by large areas of bare substrate and disturbed terrain, including pit benches and haul roads. Thermal and metallurgical coal extraction is evident, with significant land disturbance and potential environmental degradation. Vegetation stress around the mine is apparent. The environmental risks associated with this mining operation include soil erosion, potential water pollution from tailings or pit water, and habitat fragmentation. People living in the vicinity may be at risk from potential chemical contamination.
QuebradaBlancaMine_rgb_2024-12-28.png	QuebradaBlancaMine	Collahuasi Mining District, Pica, Tamarugal Province, Tarapacá	Chile	-21.00168,-68.80858	The Quebrada Blanca copper mine is visible in the Sentinel-2 satellite image data, situated in the Atacama Desert of northern Chile. The mine's extensive footprint is evident through significant bare and disturbed ground. The image shows multiple open pits and associated infrastructure, with likely tailings or waste dumps nearby. Copper extraction is evident, with large-scale removal of soil and rock layers, contributing to severe vegetation stress around the mine. The mining activities have led to substantial environmental degradation, including soil erosion and potential water pollution from tailings or pit water. People living in the vicinity may be at risk due to potential chemical contamination from copper extraction. The use of desalinated seawater for production processes may mitigate some water-related risks, but the overall environmental impact remains significant.
PeñasquitoMine_rgb_2024-10-28.png	PeñasquitoMine	Zacatecas	Mexico	24.642673,-101.694462	The Peñasquito mine, a large open-pit polymetallic mine in Zacatecas, Mexico, is visible in the Sentinel-2 satellite image data. The mine extracts gold, silver, lead, and zinc. The mining area appears as a broad footprint with bare substrate and disturbed ground, indicating significant land disturbance. Severe vegetation stress around the mine is evident from the index data. The mine's proximity to nearby communities may lead to environmental concerns such as soil erosion, water pollution from tailings, and habitat fragmentation, posing potential risks to people living in the vicinity due to possible chemical contamination from the extracted materials.
PoggioSanVittoreAsbestosMine_rgb_2024-09-15.png	PoggioSanVittoreAsbestosMine	Balangero, Metropolitan City of Turin, Piedmont	Italy	45.29246,7.51382	The Poggio San Vittore asbestos mine in Balangero, Italy, is visible in the Sentinel-2 satellite image data. The image shows a post-mining landscape with extensive land disturbance from the former open-pit chrysotile asbestos operation. The mine's footprint is significant, with visible signs of past mining activities, including bare substrate and disturbed terrain. Vegetation stress and loss are evident around the site. The chrysotile asbestos extraction has led to environmental degradation, including soil erosion and potential water pollution. Nearby residents may be at risk due to persistent asbestos dust.

